index,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene,genotype,code
1015,1016,C17H12.14,0.000415746493043105,0.00764588899853387,-0.26020303387084304,0.0737143909391748,7.883558937061861,0.0234006420161736,0.000426431470041905,0.00648210051989039,0.0077242856772583406,0.0077242856772583406,WBGene00006917,vha-8,\emph{egl-9},b
8,9,C18H9.6,6.11577365158379e-76,1.26970256310937e-72,-3.0213983626821697,0.163837956135046,5.351698614120441,1.4295713932691698,0.0148193392596271,0.0254449745461367,0.0175079013687264,0.0254449745461367,WBGene00016004,C18H9.6,\emph{egl-9},b
1454,1455,C25A1.16,0.0028852300442721397,0.0370591636607033,-0.24694448001824498,0.0828753879317125,6.53372938517848,0.066761530736037,0.0018911753936844801,0.0054329044807757,0.00841131949356327,0.00841131949356327,WBGene00077526,C25A1.16,\emph{egl-9},b
1468,1469,C25H3.9a,0.00303944360154418,0.0386943933816211,-0.23795010937775601,0.0802876388051788,7.0070922885939595,0.0384359052073855,0.00206385777475689,0.00385680929599325,0.0076052996426094,0.0076052996426094,WBGene00016118,C25H3.9,\emph{egl-9},b
1281,1282,C30B5.1,0.00149865081725616,0.0218763798930297,0.24281801713012,0.07647944875976201,8.298636707414559,0.209188728356026,0.000254187028098481,0.00645905655345216,0.0085194720957971,0.0085194720957971,WBGene00077732,szy-4,\emph{egl-9},b
1476,1477,C34B2.8,0.00309115401721135,0.0391050865345932,-0.23950891836288501,0.0809555225322047,6.6717579891000796,0.17789706982763198,0.00173289560521925,0.00456000418072149,0.0080977993374742,0.0080977993374742,WBGene00016393,C34B2.8,\emph{egl-9},b
1418,1419,C36E6.5,0.0026126974115415103,0.0343548565338868,-0.25973137035723,0.0862902267501595,7.90472596425197,0.0440738910462611,0.000481358865110705,0.0106876459837802,0.0077522971603187,0.0106876459837802,WBGene00003370,mlc-2,\emph{egl-9},b
1736,1737,C43E11.9,0.00611295836295813,0.0657574133631967,-0.334464599095447,0.121993464171126,5.86224797241228,0.0382195812051273,0.00334615193675252,0.0189774560139551,0.0116192922826466,0.0189774560139551,WBGene00016607,C43E11.9,\emph{egl-9},b
871,872,C46F11.3,0.000161092118072116,0.0034518420024971103,0.332180048596802,0.0880339890805179,6.226657340195549,0.0841693481282007,0.00216214777332686,0.00490416572238903,0.00946282707681626,0.00946282707681626,WBGene00008118,madf-8,\emph{egl-9},b
1134,1135,C49A9.6,0.000799575968479702,0.0131630634106108,-0.85880487048547,0.256134759160198,4.22469696489127,0.20294851385963897,0.0168216213873773,0.0815859008877014,0.0559292662040263,0.0815859008877014,WBGene00016760,C49A9.6,\emph{egl-9},b
844,845,C50E3.13,0.00012902096235042099,0.0028571365002325,0.35263610013494895,0.0921124943413232,6.303702740294651,0.0776059716206993,0.002238621496668,0.0104884459240024,0.009145576065327309,0.0104884459240024,WBGene00016824,C50E3.13,\emph{egl-9},b
188,189,D1005.1,5.5116644155747e-12,5.448965587566841e-10,0.599024545206356,0.0869192873513577,7.692877976730349,0.0755022795910544,0.0005291084312318559,0.010803335339270002,0.00752775860686613,0.010803335339270002,WBGene00016995,acly-1,\emph{egl-9},b
1960,1961,D2005.4.2,0.0103464934175726,0.0985845127523431,0.47485394125747205,0.18519835886459998,7.139397035992269,0.157573166464781,0.0299381116108088,0.0215095365784029,0.00749591805319427,0.0215095365784029,WBGene00008399,D2005.4,\emph{egl-9},b
791,792,F08A8.7.2,8.91052712645639e-05,0.00210218686057876,4.17707074838429,1.0659897827416,4.68225974160478,2.8739461160885096,1.6699616875872099,-0.221076948965174,0.0345396377770213,0.0345396377770213,WBGene00008569,fbxa-101,\emph{egl-9},b
304,305,F08F3.2a,3.87236559812678e-09,2.3723000393770105e-07,0.6627987479368239,0.112537998325985,6.360818258063509,0.17378963262797104,0.00937924620012133,0.00961795540070774,0.0089351952839682,0.00961795540070774,WBGene00017261,acl-6,\emph{egl-9},b
1946,1947,F08G12.2,0.0101093880951433,0.0970179335170786,0.23008539881212198,0.0894555114562093,6.5087731302407805,0.09201211749951199,0.00162647098407722,0.0103769618107608,0.00847731444694193,0.0103769618107608,WBGene00008586,F08G12.2,\emph{egl-9},b
1720,1721,F10B5.7,0.0059858092921534,0.0650204119920263,0.265248128683029,0.0965044778872729,7.44731153485682,0.12198603021032901,0.000621482735120078,0.0133481886433226,0.0074166476107599705,0.0133481886433226,WBGene00004510,rrf-3,\emph{egl-9},b
1240,1241,F10E7.7.2,0.0013133301516632,0.0197740321384584,-0.23719182794976,0.0738213728282899,7.45071278850566,0.10856892418307401,0.000757267934614248,0.00709805909616212,0.00741712469476582,0.00741712469476582,WBGene00004447,rpl-33,\emph{egl-9},b
326,327,F11A5.9,1.15784155914405e-08,6.61598456654633e-07,-0.79283126632435,0.138951322564284,5.4222587452866,0.23450124234489197,0.006101884041196171,0.0228593210223494,0.0164408298093188,0.0228593210223494,WBGene00008677,F11A5.9,\emph{egl-9},b
113,114,F11H8.3,8.17260066134383e-16,1.33951792418605e-13,-1.51025710849349,0.18757255536470202,8.37203630576102,0.39135014327827294,0.000331562680719548,0.052443632608347,0.00871854117841276,0.052443632608347,WBGene00000597,col-8,\emph{egl-9},b
1138,1139,F20D1.6,0.000812652293848956,0.0133313504043615,0.30579277301813,0.0913237056717207,6.12200274791888,0.0410447572246823,0.0025478770274058,0.00941783084413292,0.00996215179901681,0.00996215179901681,WBGene00004317,rbg-1,\emph{egl-9},b
817,818,F25B5.2a.1,0.00010755285338216801,0.00245675435873571,0.45756086610174107,0.118144588001781,7.69873847783028,0.29262377067874396,0.0134048808398259,0.005997574684027371,0.007532334671339891,0.007532334671339891,WBGene00017774,nop-1,\emph{egl-9},b
1195,1196,F25D1.1a,0.00106452163988674,0.0166309254525784,0.5554794644148741,0.16972115866189302,5.5556744842022505,0.13312563114816198,0.0285471581159079,0.0143646807086575,0.0146607494303951,0.0146607494303951,WBGene00006460,ppm-1,\emph{egl-9},b
846,847,F26D10.3.2,0.000130999804478549,0.00288464988789559,2.9211004356301804,0.7637719804356751,4.84149228107918,10.3383467067496,0.640108452626585,0.23491300452136601,0.028960414715017,0.23491300452136601,WBGene00002005,hsp-1,\emph{egl-9},b
1259,1260,F26F4.9a,0.00140579093122865,0.0208469869444503,0.286261546238195,0.0896399510230858,6.21265897735918,0.139820422073786,0.00252811338438573,0.00917375627403659,0.00952486784474609,0.00952486784474609,WBGene00017829,F26F4.9,\emph{egl-9},b
1399,1400,F27D4.4a,0.00243798179772888,0.0325383499218315,-0.22940867779056304,0.0756890927672139,7.06763298992512,0.0196552696693459,0.00104373899060464,0.00542616224422726,0.00754951915528123,0.00754951915528123,WBGene00009189,F27D4.4,\emph{egl-9},b
1154,1155,F30F8.1,0.000897995453661484,0.014521016801,0.24497483671964299,0.0737725682400499,7.93436338252166,0.296651622244245,0.000369928825562702,0.00623951030854752,0.00779365891153653,0.00779365891153653,WBGene00009270,F30F8.1,\emph{egl-9},b
1884,1885,F31C3.1,0.00875196405227657,0.0867158681618616,-0.19288188663824696,0.0735742802298396,7.63920572008049,0.13234443691144301,0.0006296881534358599,0.005717479718249371,0.0074900739135726,0.0074900739135726,WBGene00000881,cyn-5,\emph{egl-9},b
1113,1114,F33H2.2,0.000719325773959918,0.0120747950830601,0.255979127142067,0.0756863278404661,7.95492312919757,0.329947621768987,0.000345104808953389,0.00824752552400837,0.00782383344469589,0.00824752552400837,WBGene00009366,F33H2.2,\emph{egl-9},b
1233,1234,F35B12.5b,0.00127494699629178,0.0193050118522787,0.405802192596906,0.12596449369524698,6.587481841488231,0.0518051796726544,0.0077806563883166405,0.0160199241195333,0.00827919158535845,0.0160199241195333,WBGene00009385,sas-5,\emph{egl-9},b
960,961,F39B2.6.2,0.000306620795673149,0.005961716511085111,-0.272440180316396,0.0754756949111316,7.33536340673879,0.576418598002257,0.00112745029750288,0.00678819268474053,0.0074174204859744405,0.0074174204859744405,WBGene00004495,rps-26,\emph{egl-9},b
576,577,F39H11.3,5.30364308412336e-06,0.000171747956718969,0.33315099310628304,0.0731813372541868,7.43354082755607,0.23257986565567396,0.000618244078018172,0.0061047046393918605,0.007415018105448359,0.007415018105448359,WBGene00000409,cdk-8,\emph{egl-9},b
909,910,F40E10.3,0.000220317691814888,0.004523775902814479,-0.271437358943981,0.0734706110044919,7.37812598261942,0.0532208613602198,0.000683543084483666,0.004436153983931571,0.0074133529375763904,0.0074133529375763904,WBGene00000822,csq-1,\emph{egl-9},b
1806,1807,F44E7.2,0.0072701242414477795,0.0751844336157873,0.504904301427697,0.18810158058720602,5.95794170171046,0.45445429832303397,0.00654764335592706,0.0465256635731807,0.01093036847349,0.0465256635731807,WBGene00018424,F44E7.2,\emph{egl-9},b
613,614,F45B8.1,9.70240862568917e-06,0.000295259780408798,0.44888874489879205,0.101473562877014,5.82967985042875,0.0911731431034451,0.0035660142427250295,0.009906176566499829,0.011879311701708,0.011879311701708,WBGene00004354,rgs-11,\emph{egl-9},b
927,928,F45H10.3,0.000249494197400785,0.0050234903862431705,-0.366713153251077,0.10011884321145599,5.966293648600611,0.3634041257412029,0.00416074849937998,-0.00035078507975335,0.0108749256496203,0.0108749256496203,WBGene00009740,F45H10.3,\emph{egl-9},b
1422,1423,F46F11.8,0.0026522937359667697,0.0348264992667176,0.22469492924406198,0.0747636659751931,7.1042066193967495,0.27283856661620604,0.000863891809308175,0.00532711995784812,0.0075205168157671904,0.0075205168157671904,WBGene00018511,F46F11.8,\emph{egl-9},b
929,930,F47H4.1a,0.000255788455912664,0.00513731702967659,0.39974867167251793,0.109328674507751,5.99271910919902,0.14201307812245,0.007225022507686909,0.00635265420954242,0.0107041160967459,0.0107041160967459,WBGene00009834,lsy-27,\emph{egl-9},b
1452,1453,F53A9.10b.3,0.0028857951900628,0.0370591636607033,-0.26786545923826,0.0898983483059819,7.382413278288309,1.4762333127323797,0.00313441757334308,0.008988151968872359,0.0074132022595528,0.008988151968872359,WBGene00006587,tnt-2,\emph{egl-9},b
522,523,F54C8.4a,1.9095271808757e-06,6.82208706972513e-05,0.38137682761460995,0.0800745713326413,8.19633178882002,0.233891629107879,0.000463918764285859,0.00915398669687353,0.00827301020645952,0.00915398669687353,WBGene00010037,F54C8.4,\emph{egl-9},b
958,959,F54D5.9,0.000303686350145659,0.0059169754457472894,0.26508494244689496,0.0733873291219606,7.84466154230461,0.294780011922168,0.00040245535027154904,0.00669805385273002,0.007676094763210891,0.007676094763210891,WBGene00010053,F54D5.9,\emph{egl-9},b
400,401,F54D8.3a.2,1.42785417844276e-07,6.63668042890622e-06,-0.542892228826439,0.103179515324248,7.40782194498201,0.35415225044787196,0.00855574737896373,0.00709433265889232,0.007413271194856359,0.007413271194856359,WBGene00000107,alh-1,\emph{egl-9},b
1173,1174,F55F8.5.1,0.000959694371740692,0.0152741817171847,-0.43833248978756895,0.132744210367834,5.8862600661021,0.0942029063906441,0.0149770363226074,0.0114545017566623,0.0114364865345337,0.0114545017566623,WBGene00018893,wdr-12,\emph{egl-9},b
1764,1765,F56D2.1,0.0067029433843312,0.0709600550346903,-0.21386542413527998,0.0788806555206161,8.49984068335843,0.0341271973468686,0.00022081507211073702,0.00865268599083475,0.00911242165093241,0.00911242165093241,WBGene00018963,ucr-1,\emph{egl-9},b
41,42,F59D6.3,4.6145082337582396e-29,2.0529068178041098e-26,-2.3588392808916803,0.210817126224006,4.4142474149398305,1.80154601765244,0.0205526656812426,0.0249733398395556,0.0461131253827799,0.0461131253827799,WBGene00019105,asp-8,\emph{egl-9},b
1740,1741,K01C8.7a,0.00624215500524914,0.0669796579597631,0.259895230771327,0.0950332439905653,5.98637868955479,0.13059625496589,0.00280250722493851,0.004807336265708471,0.010744468970116999,0.010744468970116999,WBGene00010459,K01C8.7,\emph{egl-9},b
1613,1614,K06A5.4,0.00459614333187744,0.0532087597002045,0.212243387754685,0.0748903582462778,8.111539351668121,0.24781358341959198,0.000318099979149238,0.00669239256702289,0.0080947486582345,0.0080947486582345,WBGene00019432,knl-2,\emph{egl-9},b
1640,1641,K07A1.13,0.00495035919901535,0.0563665214098732,-0.411165697483536,0.146309485320206,4.98433494273164,0.40944443397111296,0.00727014496544067,0.0172272241945299,0.0248395532765545,0.0248395532765545,WBGene00010617,K07A1.13,\emph{egl-9},b
1126,1127,K08D12.3a,0.000765518545459671,0.0126918491764986,-0.247604778115784,0.0735830466006271,7.69714111172485,0.0737915441027644,0.000590618767495658,0.0065195127661211,0.0075310783530494405,0.0075310783530494405,WBGene00019537,K08D12.3,\emph{egl-9},b
373,374,K08F4.3,6.71203839405204e-08,3.35332720301771e-06,0.40077767616816795,0.0742357713728736,7.19800088393048,0.113594649188988,0.000804331513672771,0.00675634645093263,0.00746209311331557,0.00746209311331557,WBGene00010678,K08F4.3,\emph{egl-9},b
1340,1341,K08F9.3c,0.0019636666624483603,0.0273648717204747,3.0094862523250003,0.972158906321907,1.3787569494194498,2.30745981699007,0.693731743399947,0.28429749191910997,0.7239076653115619,0.7239076653115619,WBGene00010686,K08F9.3,\emph{egl-9},b
50,51,K09D9.2,1.1502665156644302e-25,4.2142607539587995e-23,-2.0021777053700602,0.191176464082591,5.691814482896099,1.4462728557323403,0.0136570324949231,0.04116562813376,0.0131408510679423,0.04116562813376,WBGene00019565,cyp-35A3,\emph{egl-9},b
1562,1563,K10B2.5,0.0038761488542717205,0.0463377103915976,0.286758957551903,0.0992908970539739,8.70200190467147,0.302937827652181,0.000175604745059578,0.0146124186116147,0.00986983208813246,0.0146124186116147,WBGene00019608,ani-2,\emph{egl-9},b
376,377,K11C4.4,6.84519102620104e-08,3.4006310248226397e-06,-0.655483299142855,0.12149406489550502,5.7356170271500595,0.0787841545494414,0.00393638746817599,0.0182048242390739,0.0127110119243021,0.0182048242390739,WBGene00003844,odc-1,\emph{egl-9},b
1409,1410,M01A10.1,0.00249074494223965,0.033006786699112,0.22523013528385602,0.0744694497296735,7.167965620716231,0.283820189166446,0.000840230298551438,0.00600425219124925,0.00747831811600911,0.00747831811600911,WBGene00019692,M01A10.1,\emph{egl-9},b
338,339,MTCE.23,2.4701526674058797e-08,1.3614986014890498e-06,-0.51432741339498,0.0922500436649766,9.20396448730428,0.135173754318696,0.000134106529831876,0.0107754070275669,0.0126309993044533,0.0126309993044533,WBGene00010962,ctc-3,\emph{egl-9},b
925,926,R01H10.8,0.00024556677141309704,0.0049550919264079105,0.342919872165723,0.0935191920815722,6.4285524853427995,0.0680831455692185,0.0020343702488297604,0.0110843886825552,0.00871079351091753,0.0110843886825552,WBGene00000564,cnk-1,\emph{egl-9},b
1556,1557,R03E1.2,0.0038283787350141298,0.0459205779183213,-0.216661586177554,0.0749184097831768,7.1176026934470595,0.0470929670588593,0.0009083805040081061,0.00484472426513632,0.0075107716826519,0.0075107716826519,WBGene00010993,vha-20,\emph{egl-9},b
297,298,R07E5.13,2.53031604926535e-09,1.58654212686319e-07,-0.831671685289627,0.139554250346288,5.17288887975849,0.37375216581364706,0.00857862418924532,0.0163884487550046,0.0206344589953262,0.0206344589953262,WBGene00011119,R07E5.13,\emph{egl-9},b
457,458,R11A5.7,5.03946135690388e-07,2.05594618894648e-05,-0.41532641957067207,0.0826552427042652,6.9222819513880705,3.62297984332097,0.00254783996494414,0.00460749236949465,0.00769999375480735,0.00769999375480735,WBGene00011235,suro-1,\emph{egl-9},b
1191,1192,T01C3.8a,0.0010487913647276,0.0164401565855161,0.293894044783397,0.08968112821401801,7.43031351327947,0.32611837208668704,0.0021670666962190803,0.009896990440389629,0.0074147062635599205,0.009896990440389629,WBGene00011323,mut-15,\emph{egl-9},b
1797,1798,T05E11.3a.1,0.0071330115016384,0.0740857809383622,0.28105531358979696,0.104459403097551,9.251035403895001,0.19032413642145302,0.00101043536221981,0.0153572149810252,0.0129684062481178,0.0153572149810252,WBGene00011480,enpl-1,\emph{egl-9},b
521,522,T05F1.2,1.88670079389594e-06,6.75344910611984e-05,0.37364396171342,0.0784110360072857,8.46088942488173,0.0571538221311076,0.00023664638115904703,0.00396735786462745,0.008985789470444741,0.008985789470444741,WBGene00011489,T05F1.2,\emph{egl-9},b
1498,1499,T05F1.3.2,0.0033540678999020197,0.0418083780584852,-0.22452091172650798,0.0765427451257147,8.02025066823858,0.0596559508534624,0.00086028948718043,0.00662790900823656,0.00792789825988975,0.00792789825988975,WBGene00004488,rps-19,\emph{egl-9},b
1464,1465,T05G5.7a,0.00301109430774732,0.0384071235938295,0.266771153932286,0.0899247890474967,8.79951373448769,0.7218973370018259,0.0006336853871936081,0.0114960161406616,0.0103003744257702,0.0114960161406616,WBGene00011501,rmd-1,\emph{egl-9},b
1279,1280,T07A9.11.1,0.00149968463342654,0.0218763798930297,-0.275967515502464,0.0869258964025763,7.1722472066749,0.151067913106964,0.0013553195741421301,0.009978847623944999,0.0074758627110871,0.009978847623944999,WBGene00004493,rps-24,\emph{egl-9},b
298,299,T08H10.1,2.55460663705494e-09,1.59641555228668e-07,-0.45056216642588304,0.0756240074764742,7.054654901834691,0.0429773402448207,0.00101782814504593,0.00167678654335555,0.0075606576151568,0.0075606576151568,WBGene00020369,T08H10.1,\emph{egl-9},b
742,743,T11F8.2,5.977528494353829e-05,0.0015032317620054,0.645119087438334,0.16072942826895098,4.8255283805989,0.24199585846894897,0.00927797589551319,0.00903315695636939,0.0294729477719825,0.0294729477719825,WBGene00020434,T11F8.2,\emph{egl-9},b
1813,1814,T11F8.3a.2,0.00739485570073452,0.0761702749549198,0.6095805919198671,0.22758121668976602,8.862314495287869,0.15528593568377602,0.0469295210434676,0.0307602942415239,0.0106022506291508,0.0307602942415239,WBGene00004374,rme-2,\emph{egl-9},b
939,940,T11F9.5,0.000268981846947656,0.00534672958533719,1.2400894168384,0.340358980292769,3.47433714625518,2.12081185301951,0.043239820815113995,0.13052653238378698,0.11784524634804801,0.13052653238378698,WBGene00003540,nas-21,\emph{egl-9},b
608,609,T12F5.5a,9.030218899394769e-06,0.000277060164425601,0.396007936012875,0.0892074479349269,7.13034247004109,0.0586378607724757,0.00344319815615316,0.00849375499444087,0.0075019387666908,0.00849375499444087,WBGene00004147,larp-5,\emph{egl-9},b
419,420,T13B5.3,2.25344177164581e-07,1.00251332150481e-05,-0.546517593132728,0.10556413515902599,5.75403260889838,0.0812245945581819,0.00417717076254949,0.00289219610481846,0.0125385091852601,0.0125385091852601,WBGene00020471,pho-14,\emph{egl-9},b
1097,1098,T16G12.5,0.000661721319101943,0.0112604961425681,0.322299073974587,0.09465557407323699,7.75883149521018,0.22391692789453,0.000447821581509959,0.0129916949731911,0.007584549315121359,0.0129916949731911,WBGene00011806,ekl-6,\emph{egl-9},b
948,949,T20F10.1,0.000286487244690318,0.00564068932248534,0.32537462725356203,0.0897035389611112,6.14416082839381,0.23454735546546301,0.00222070636209575,0.00570994236262034,0.00984938099112565,0.00984938099112565,WBGene00007047,wts-1,\emph{egl-9},b
505,506,T21C9.13,1.37134657360649e-06,5.07052173798999e-05,0.38287363399835495,0.0792842749626838,8.41119058782122,0.47414500693343,0.00023070605953768903,0.009198288324999991,0.0088326757900952,0.009198288324999991,WBGene00011898,T21C9.13,\emph{egl-9},b
598,599,T22F3.3a,7.3302131168659195e-06,0.00022865614705949903,0.547410937595754,0.122084543571655,8.90737870973181,0.0963636573929457,0.0032257166182496698,0.0191312370503994,0.0108313924596783,0.0191312370503994,WBGene00020696,T22F3.3,\emph{egl-9},b
1597,1598,T24C4.7,0.004362078502731821,0.051004653832005004,0.209769380420208,0.0735847810203268,7.29904024339629,0.229477153202596,0.000697541164322058,0.00429731298708039,0.00742453883239212,0.00742453883239212,WBGene00020763,ztf-18,\emph{egl-9},b
589,590,T25B9.8,6.5199147657847e-06,0.000206482385421504,0.427511030607266,0.09481729246316699,6.00775993842466,0.27648469420692195,0.0028755262500217396,0.0047751617105039395,0.0106099521750469,0.0106099521750469,WBGene00012014,T25B9.8,\emph{egl-9},b
1520,1521,T25F10.6a.2,0.0035624568503506795,0.0437636464489168,5.33718108974546,1.8312437924856002,5.35763882586245,9.93847433924625,0.663077416592969,4.36710332468261,0.0174145695156006,4.36710332468261,WBGene00020808,clik-1,\emph{egl-9},b
1320,1321,T25G3.2.2,0.0018581580202445898,0.0262828785830963,0.411454696215462,0.132214932326361,8.77423057332486,0.12420664421817301,0.00259656804301331,0.0236246144520831,0.0101843821471976,0.0236246144520831,WBGene00000496,chs-1,\emph{egl-9},b
1328,1329,T26G10.1,0.00189340172178499,0.0266001587756034,-0.284512098632289,0.0915871597454364,6.44094146940891,0.0346909721029287,0.0018825395502066102,0.0106997721951475,0.00867252656267887,0.0106997721951475,WBGene00012059,T26G10.1,\emph{egl-9},b
977,978,T28D9.1,0.000342459279534677,0.00654279308599738,-0.283293584051651,0.07911318259541901,7.24379458976272,0.17788457036259,0.0009765416401856141,0.00841180185037854,0.007441828818477891,0.00841180185037854,WBGene00020894,T28D9.1,\emph{egl-9},b
1679,1680,W03A3.2,0.005476618127846999,0.0609110772135841,0.24036178743978895,0.0865365573070195,7.15016982728209,0.06593997411488599,0.0008770477952601429,0.0103558158305664,0.0074890325964051,0.0103558158305664,WBGene00020964,polq-1,\emph{egl-9},b
219,220,Y105E8B.1b.2,5.8094586491740903e-11,4.91175270858905e-09,1.06175395304683,0.16213548967321897,6.9636192556471395,0.600168586445553,0.00488945206465209,0.0345424234527097,0.007651402506707441,0.0345424234527097,WBGene00002978,lev-11,\emph{egl-9},b
220,221,Y105E8B.1j,5.8094586491740903e-11,4.91175270858905e-09,1.06175395304683,0.16213548967321897,6.9636192556471395,0.600168586445553,0.00488945206465209,0.0345424234527097,0.007651402506707441,0.0345424234527097,WBGene00002978,lev-11,\emph{egl-9},b
1666,1667,Y17D7B.4.1,0.0053785510048538895,0.06028687793982901,-0.33934398483888,0.12191524320864,5.37957957173074,0.12400261414590699,0.005219523553417429,0.0123157257600556,0.0170754662365152,0.0170754662365152,WBGene00012452,Y17D7B.4,\emph{egl-9},b
422,423,Y22D7AL.5c,2.3224698931368604e-07,1.02589479794946e-05,-0.42911479232061295,0.0829771714664865,6.31101483200032,14.5876412204844,0.0012103098893858802,0.00328372893537688,0.00911750658748218,0.00911750658748218,WBGene00002025,hsp-60,\emph{egl-9},b
399,400,Y38F2AL.4,1.4006078190354301e-07,6.54258927466926e-06,-0.548317722689459,0.10414058265194301,6.15284856794273,0.45287075615649103,0.00330593177183286,0.0129619596607964,0.009806233759621091,0.0129619596607964,WBGene00006912,vha-3,\emph{egl-9},b
565,566,Y43F8C.13,4.47468069938069e-06,0.00014748727743283202,-0.523653846430323,0.11413502021052399,5.559423598479331,0.112165664874889,0.00458606877684349,0.0149541354808415,0.0146150101152314,0.0149541354808415,WBGene00012834,Y43F8C.13,\emph{egl-9},b
667,668,Y44E3B.1a.1,1.96235369193964e-05,0.0005489008792498821,0.667558462089954,0.156368673235092,5.58794309418437,0.163811372896582,0.0224022962703555,-0.0070669608957906705,0.0142744466835992,0.0142744466835992,WBGene00021552,zip-4,\emph{egl-9},b
359,360,Y46E12BL.3,4.65594149883137e-08,2.4165629696017798e-06,0.40349792783985206,0.0738469830030505,7.91072410168595,0.124860244691491,0.000419599563667088,0.0035932964351182398,0.00776046578431215,0.00776046578431215,WBGene00021596,spsb-2,\emph{egl-9},b
784,785,Y47D9A.2a,8.42659899878112e-05,0.00200574525213026,0.40181142516081103,0.10219186145896901,5.78315873585103,0.42339125857911,0.00338937000583071,0.0112059426191593,0.0122753948168431,0.0122753948168431,WBGene00021629,scpl-3,\emph{egl-9},b
1313,1314,Y47G6A.6,0.0017945734608502898,0.0255187253546329,0.233888777181919,0.0749096561731212,7.0878462180973205,0.0931872434207023,0.0008841290327477131,0.00562055621796428,0.00753305584921515,0.00753305584921515,WBGene00021636,pcaf-1,\emph{egl-9},b
1650,1651,Y49A3A.2.2,0.0051078155547983105,0.0578071069905551,-0.292801189115526,0.104566084013646,6.70129451502001,16.2522192324483,0.0083599416932683,0.00285222115427164,0.00804115719565501,0.00804115719565501,WBGene00013025,vha-13,\emph{egl-9},b
714,715,Y49E10.4,4.19431747156211e-05,0.00109456455246003,0.323879913916592,0.0790624682872113,7.04157471809759,0.18554454741574203,0.0008782085751370901,0.00849810226236235,0.00757233476892635,0.00849810226236235,WBGene00013030,Y49E10.4,\emph{egl-9},b
